UCL_CODE11,score_centreofaus
101001,0.26696577257750476
102001,0.30253496935030944
102002,0.2576067925755863
102003,0.2219549740305038
102004,0.2539024156760673
103001,0.2624128839098451
111001,0.3623225642543684
111002,0.25930514873785837
112001,0.32108084329488695
112002,0.28927084354707977
112003,0.267159447325492
112004,0.22755403606405977
112005,0.3704591163593023
112006,0.29627454362270045
112007,0.22854187302666285
112008,0.5469224615508486
112009,0.2646615161049549
112010,0.3398097954689401
112011,0.22594956184945547
112012,0.29998242362423855
112013,0.36717761948815364
113001,0.27833470116515713
113002,0.21825481274356928
113003,0.26436173707590727
113004,0.27661144304258933
113005,0.6167874627747645
113006,0.4277168308795338
113007,0.23234597563888904
113008,0.23737309786151306
113009,0.4254148871955009
113010,0.2323551925696824
113011,0.2595074421998307
113012,0.2629958068376126
113013,0.30023843066704314
113014,0.2589010014976939
113015,0.28967235639552946
113016,0.24049187264909866
113017,0.3733672442252567
113018,0.25355938845596937
113019,0.2767805347447787
113020,0.23775365085512246
113021,0.26166160387696635
114001,0.2277554989040712
114002,0.23745002555797934
114003,0.28961014238875127
114004,0.3545471571178055
114005,0.3810602195532672
114006,0.34599653710141387
114007,0.4341946413368696
114008,0.37557437985551356
114009,0.2813928736176279
114010,0.32626466268395515
114011,0.2616346138851001
114012,0.30374367933860835
114013,0.40898479699962664
114014,0.217608763635733
114015,0.24955749404321137
114016,0.2522846489459446
114017,0.3524167294699221
114018,0.27704401512426147
114019,0.3322613213215483
114020,0.22625201660245298
114021,0.22900835747990533
114022,0.34872981783009427
114023,0.2202988208991704
114024,0.24245201404493888
114025,0.29330742366200135
114026,0.26089239850721324
114027,0.2552596317071756
114028,0.33629085729990404
114029,0.23170090014495204
114030,0.2239516838124943
114031,0.3932387700743524
114032,0.3219166848565779
114033,0.351066508234982
115001,0.29069357910042704
115002,0.22297351352118522
115003,0.2414077156382196
115004,0.2682929269101231
115005,0.22558927216093017
115006,0.496163441856286
115007,0.2205421037735953
115008,0.2743446043088089
115009,0.45688640565153016
115010,0.404026873087302
115011,0.3179414458833748
115012,0.2625392825920666
115013,0.33475567285126095
115014,0.2588343736903057
115015,0.23376442849785173
115016,0.25590508683455526
115017,0.26324507324162905
115018,0.3232431233196841
115019,0.29351748648176257
115020,0.3308928709200559
115021,0.24053922148615892
115022,0.2732476783088237
115023,0.22676480505619845
115024,0.33474552285130343
115025,0.48961883925206307
115026,0.2827816644508393
115027,0.23397023938829908
115028,0.2822782229647135
115029,0.26884047881566975
115030,0.26326598309372384
115031,0.22017091143216871
115032,0.24124079090444972
115033,0.2782402653989351
115034,0.2575219408487519
115035,0.29717165158626746
115036,0.2763259368042569
115037,0.21784998291657132
115038,0.25908255492354115
115039,0.2668425965681024
115040,0.35044830418503004
115041,0.4771786167469171
115042,0.27576794677227723
115043,0.4093359441302773
115044,0.3783852043192756
115045,0.3579577678596194
115046,0.3932276538648807
115047,0.22826759745851521
115048,0.22568408756465608
115049,0.30942992514035483
115050,0.2585447300700364
115051,0.36719250583463836
115052,0.259007791515364
115053,0.29568988114223205
115054,0.24148905943818189
115055,0.27116814471755657
115056,0.2575665302309357
115057,0.2492939378719239
115058,0.368832835592629
115059,0.22252235541024945
115060,0.23894692342889412
115061,0.4133022539310466
115062,0.36365034770769167
115063,0.23021284729578784
115064,0.27737410047311184
115065,0.2672703034664119
115066,0.258974247887486
115067,0.37554235862282415
115068,0.27832248727093545
115069,0.25421597011281105
115070,0.2596569184923392
115071,0.3625541139132469
115072,0.26722948933525925
115073,0.33657963332047636
115074,0.22762632192181875
115075,0.34434046627973647
115076,0.28023673525003634
115077,0.345273470257206
115078,0.2301080095916549
115079,0.23930698807890882
115080,0.45951417040447273
115081,0.2615733218857491
115082,0.27624368148496903
115083,0.35739819405387807
115084,0.37349893274080836
115085,0.22355455944837133
115086,0.3025094623094441
115087,0.36614581057176876
115088,0.2380550397749045
115089,0.3655044935346139
115090,0.3149467711445595
115091,0.24739845957552897
115092,0.29602102687994436
115093,0.28158909552211053
115094,0.24031638371358477
115095,0.4320674181227382
115096,0.22671947012518778
115097,0.24388329758429705
115098,0.42100482366865977
115099,0.231235717607847
115100,0.22844096426880722
115101,0.2620650230004964
115102,0.3106967270424925
115103,0.26295938797809304
115104,0.35048026279526445
115105,0.2643350669083592
115106,0.22227725667290155
115107,0.316361912353863
115108,0.258478115229385
115109,0.40063313955962465
115110,0.38352769620996463
115111,0.4286166864352159
115112,0.3073922220245452
115113,0.22070270791459845
115114,0.23235196916610845
115115,0.2747601177768302
115116,0.30804060538008604
115117,0.3052027886414309
115118,0.2795649346002187
115119,0.26903550599779047
115120,0.2251883388581698
115121,0.23897468480484707
115122,0.26024439564955426
115123,0.2788668646636304
115124,0.21706765542038298
115125,0.2310593906943863
115126,0.2205473230238506
115127,0.2250187630934326
115128,0.2611525561318939
115129,0.21742963454701292
115130,0.26045186886792826
115131,0.27477811504323435
115132,0.24496658639203328
115133,0.25354334912052257
115134,0.24042746333597398
115135,0.3744486702546923
115136,0.27461693909688856
115137,0.27765928758822334
115138,0.27594873495553895
115139,0.40942554177849266
115140,0.3344631955892664
115141,0.26095544979616936
115142,0.28362089351345887
115143,0.2293615268573388
115144,0.22878210202357352
115145,0.2587502854360074
115146,0.27710910399091393
115147,0.4112012321908325
115148,0.27808209410338225
115149,0.3041917548429237
115150,0.32510013615346356
115151,0.4044985023400476
115152,0.3616354579378811
115153,0.3546596703160356
115154,0.5567050591238139
115155,0.30796348524912054
115156,0.39393891147662063
115157,0.27535255062055086
115158,0.2411194433952658
115159,0.2237711600831671
115160,0.22534239124126065
115161,0.2580902348918518
115162,0.25702842029178696
115163,0.4213749840225658
121001,0.34134870367485004
121002,0.3689023633102595
121003,0.2612962247500439
121004,0.2341106930935749
121005,0.2786026324328247
121006,0.2610021680561936
121007,0.2967466602792801
121008,0.40525771411890155
121009,0.33803227639426914
121010,0.33562511518334903
121011,0.25628764621756883
121012,0.4573584071082958
121013,0.2626182796032678
121014,0.2234571638597619
121015,0.27216106930700157
121016,0.2544553847826686
121017,0.3383802615838626
121018,0.22471982847400374
121019,0.27472174677970906
121020,0.42071098379323024
121021,0.3364367550707288
121022,0.23805747114625142
121023,0.26365724017734904
121024,0.22524575483220255
121025,0.2207485591499393
121026,0.21946539067687054
121027,0.26149492282890596
121028,0.32411971792323124
121029,0.5534606626067419
121030,0.42159857860615524
121031,0.23340078146145682
121032,0.3457056607742047
121033,0.30236561465528555
121034,0.26719915233436686
121035,0.22605634618498682
121036,0.25899226499977623
121037,0.3627237430197431
121038,0.2784220756971295
121039,0.3664421443505359
121040,0.38394529798188004
121041,0.26166704578225564
121042,0.2691546410674738
121043,0.23182427302249053
121044,0.23306783372705808
121045,0.42475442497225013
121046,0.21985492373554616
121047,0.3702343054907331
121048,0.4567520810177328
121049,0.25958701112528193
121050,0.2621732369201575
121051,0.4145075265251372
121052,0.25993580236304425
121053,0.2546255394298159
121054,0.23095298929021457
121055,0.2582839236679273
121056,0.2582618767778806
121057,0.23056005713681937
121058,0.26185638884077433
121059,0.3003036716354244
121060,0.27336465150283074
121061,0.2834095136693421
121062,0.26212711969179947
121063,0.23238628710180098
121064,0.38624173828100505
121065,0.26373535714262053
121066,0.2602888163423599
121067,0.2583931076166788
121068,0.28744609560651235
121069,0.429848010661422
121070,0.2932396035369652
121071,0.2710754923045481
121072,0.30993385505988447
121073,0.2693201933624648
121074,0.3343812298490966
121075,0.2569521652798338
121076,0.4293812231812403
121077,0.2287786467275641
121078,0.22600275658945945
121079,0.2268667211783777
121080,0.2624556865026314
121081,0.27246872587325544
121082,0.2956294041723352
121083,0.27814875370470316
121084,0.2971923939501675
121085,0.23809297064106638
121086,0.2794064584483241
121087,0.25411421022092295
121088,0.26869522174223914
121089,0.2654892470343676
121090,0.22424782265290266
121091,0.28017455870189234
121092,0.2597796543831522
121093,0.25251127339705515
121094,0.251450628259851
121095,0.2681180684265677
121096,0.3789446736939368
121097,0.2744973963050964
121098,0.22880304714386324
121099,0.2266851594588175
121100,0.3157943643693636
121101,0.22540047400164176
121102,0.24715017075596024
121103,0.2281487810936006
121104,0.22766932349840197
121105,0.24995521593955128
121106,0.22763868289216616
121107,0.2340803604521372
121108,0.3727581109806656
121109,0.2990521690086726
121110,0.23872678510665002
121111,0.26268530864084594
121112,0.22812644198279364
121113,0.39518707058891445
121114,0.36989047314521517
121115,0.3696869847475749
121116,0.23262529360028406
121117,0.2566772064907098
121118,0.2578348572585817
121119,0.22165872448841273
121120,0.23986668523320376
121121,0.5607955103177351
121122,0.27122047470427957
121123,0.36396226458270464
121124,0.22557701782585038
121125,0.22673263582664616
121126,0.2386238180264202
121127,0.39276203708656054
121128,0.4079601171705096
121129,0.27410201018082647
121130,0.27458182329552283
122001,0.3056771771732292
122002,0.2791285944981631
122003,0.396570266286579
122004,0.3862641160190282
122005,0.30732444651595003
122006,0.3547255920425558
122007,0.30495376230686877
122008,0.2579485283838562
122009,0.2758833344994126
122010,0.4084379445945395
122011,0.384123639858308
122012,0.424341475280379
122013,0.26814812176807945
122014,0.27951246774938465
122015,0.42283259499563386
122016,0.3337175281481961
122017,0.351236248496003
122018,0.2624414281690386
122019,0.2537521847772529
122020,0.22763065334749566
122021,0.22983202696252003
122022,0.2286907746881659
122023,0.23033382108247324
122024,0.32631050011073615
122025,0.22263913164401694
122026,0.2766089819618598
122027,0.2231024207411062
122028,0.30243408621962375
122029,0.27176044052376425
122030,0.26149623170612435
122031,0.23156137023015622
122032,0.29109537125155993
122033,0.3334084620049914
122034,0.34751522640768473
122035,0.2360411221095312
122036,0.26226792815772493
122037,0.3983275160572164
122038,0.2638946148946777
122039,0.23377454927066588
122040,0.2326246541388356
122041,0.2309838507402644
122042,0.2758677041824168
122043,0.3519119086349065
122044,0.3565854248269398
122045,0.2549209709447292
122046,0.2619271705843652
122047,0.2788894944597664
122048,0.279809806229782
122049,0.3150036378970912
122050,0.22823989249846233
122051,0.23076443505945066
122052,0.2882317313772059
122053,0.5217152155749613
122054,0.219184059385371
122055,0.23943505971799628
122056,0.2631808525114596
122057,0.2641580499015167
122058,0.2589237307357831
122059,0.3609475295151706
122060,0.3029004180223539
122061,0.23333410091642248
122062,0.4424120817720687
122063,0.44219438828702606
122064,0.2646306418567266
122065,0.3861377344852741
122066,0.3068430318276306
122067,0.3108890012729828
122068,0.2341194440753256
122069,0.22364254487312196
122070,0.2575066940633163
122071,0.2288465062191406
122072,0.5072905338753123
122073,0.26919827258579476
122074,0.32222012122940136
122075,0.2609824183735582
122076,0.265708108267402
122077,0.34677041792877517
122078,0.28076589348555614
122079,0.2621508033123353
122080,0.30133009018946566
122081,0.23596777510484468
122082,0.21822036609559747
122083,0.2708456220643871
122084,0.28541695372054343
122085,0.2647727819729492
122086,0
122087,0.2763144526181007
122088,0.3360112211722778
122089,0.2627189167613049
122090,0.3549082667431288
122091,0.23030994211265254
122092,0.30215652370512014
122093,0.27130821467882305
122094,0.35743532084278185
122095,0.5782316744829276
122096,0.2650126294232942
122097,0.2957822272762126
122098,0.2636259573950327
122099,0.47161699132209933
122100,0.26141160131268304
122101,0.38677775381667423
122102,0.22850346283826617
122103,0.2316278116296404
122104,0.264806129731038
122105,0.2672575311165666
122106,0.2978541727803645
122107,0.23187112059614934
122108,0.2794884065723553
122109,0.24428313915483246
122110,0.22578197155634072
122111,0.28970964178881187
122112,0.3969771866252728
122113,0.2756896956864393
122114,0.2608564859782788
122115,0.3415552303720658
122116,0.26020450713537757
122117,0.2606692166279668
122118,0.3096559716538617
122119,0.3210679622458654
122120,0.2763871184138178
122121,0.2419297746045006
122122,0.3317562089921683
122123,0.2358001715095157
122124,0.23315482847726088
122125,0.22496743623304194
122126,0.22703158207052976
122127,0.3697787479160759
122128,0.25554388900103886
122129,0.25802195139778905
122130,0.26224562655667116
122131,0.2531920165952558
122132,0.33611529155236775
122133,0.26177816536087894
122134,0.3617318080208042
122135,0.30482144151789226
122136,0.3286036335122886
122137,0.26715527434852693
122138,0.2983791514203946
122139,0.35234023073921095
122140,0.2581421983979014
122141,0.2308082701882428
122142,0.3107282760955524
122143,0.22062720215916043
122144,0.2533113815204785
122145,0.26226500381356
122146,0.3334996820797814
122147,0.4144003861791129
122148,0.3927257825192588
122149,0.23118295248197418
122150,0.401578020723812
122151,0.2242934052965435
122152,0.23353424202783168
122153,0.2285298873914824
122154,0.2342727533738429
122155,0.4062717272526637
122156,0.39798367292277004
122157,0.25762961113433913
122158,0.2999183698191733
122159,0.26233182020442525
122160,0.4168621921599922
122161,0.2823595879287747
122162,0.2565361417561398
122163,0.25554739365205126
122164,0.3415077285379875
122165,0.2242976199227037
122166,0.2606432675070276
122167,0.2234845642123241
122168,0.2807047759529554
122169,0.36263217784675195
201001,0.3750688463369405
203001,0.38867885203981256
211001,0.3629182904573016
211002,0.41696917538267153
211003,0.42576040484866096
212001,0.39513614605601977
212002,0.5477641358863357
212003,0.35982487059413526
212004,0.4019029514861546
212005,0.3932534759631855
212006,0.32714121866367685
212007,0.42999321545369995
213001,0.3989458794919678
213002,0.3038478144909432
213003,0.4031707816878718
213004,0.3823653574402983
213005,0.4270448572209363
213006,0.4826451304470398
213007,0.39055651655986623
213008,0.334959654896437
213009,0.3294395254999095
213010,0.3811475849868504
213011,0.31340814690541463
213012,0.384957016577668
213013,0.3756822179373507
213014,0.344885750240597
214001,0.44875273561733386
214002,0.3809112212258081
214003,0.41989998110696236
214004,0.405060262800776
214005,0.38004750208173177
214006,0.3483645651556734
214007,0.39913810004160777
214008,0.4586380291815271
214009,0.36864410575406714
214010,0.3936054045786084
214011,0.41407349129922855
214012,0.29174514977775035
214013,0.3845283988569568
214014,0.433522287485278
214015,0.45076367762850045
214016,0.3944243113358311
214017,0.4591428385845663
214018,0.48059237319948667
214019,0.39005853719571426
214020,0.3435144525638608
214021,0.3925290383244999
215001,0.38715867261549386
215002,0.3744608182147936
215003,0.3861844051705162
215004,0.3901140601960984
215005,0.4061408218079501
215006,0.3619562942141955
215007,0.3958481363628553
215008,0.35947480824651423
215009,0.4567870064291333
215010,0.3635218460700378
215011,0.36378604752314203
215012,0.3602085815474111
215013,0.347828872941089
215014,0.3929790672617155
215015,0.3525099132245012
215016,0.4174569670467956
215017,0.35234903307232324
215018,0.47793034577676186
215019,0.32748980753280066
215020,0.4167228646139838
215021,0.4500840601110536
215022,0.32959235752094973
215023,0.3568252315033712
215024,0.4198118264597732
215025,0.4148932525671286
215026,0.3920907141210479
215027,0.4943183794783915
215028,0.4711631180856499
215029,0.3887022321473691
215030,0.32525196165829995
215031,0.3538474001741312
215032,0.40939102073032896
215033,0.32485550998681245
215034,0.45677335409379194
215035,0.3390707207611908
215036,0.4601351600762009
215037,0.35638272882807775
215038,0.43488362643617107
215039,0.34132120494284124
215040,0.40870438605631254
215041,0.4003709618915289
215042,0.3524870011643976
215043,0.33668825233103683
215044,0.35074351946450943
215045,0.38814022445669694
215046,0.40099026484146083
215047,0.319482069042746
215048,0.4258147251277984
215049,0.366657907150831
215050,0.5509965385361771
215051,0.36271443814868376
215052,0.33261241479754133
215053,0.43002477328744404
215054,0.34150100950567075
215055,0.3581824300126053
215056,0.4000134871717841
215057,0.41533939272529696
215058,0.5072400105405274
215059,0.40741680058267005
215060,0.28111673941464577
215061,0.5223619788457491
215062,0.29900528632345424
215063,0.37777918581503667
215064,0.4356590839590344
215065,0.38128432042101734
215066,0.5440154867936055
215067,0.3974337532157458
215068,0.5205344032835317
215069,0.4232338453369535
215070,0.3981605787662946
215071,0.32078478614686945
215072,0.37735633353430376
215073,0.3511684749897652
215074,0.36770067717980603
215075,0.45749473338958224
215076,0.3781043137004021
215077,0.31637380762021805
215078,0.4058281832667904
215079,0.4230622116874083
215080,0.41842108907061226
215081,0.33746756663722166
215082,0.3899477748452358
215083,0.3614143485699801
215084,0.49015997723752736
215085,0.3836937387593413
215086,0.39558703683724483
215087,0.37387765914788085
215088,0.4039790840684243
215089,0.36552825198858585
215090,0.33293537924933236
215091,0.37299021048062
215092,0.36286021761343623
215093,0.3401646951399513
215094,0.31416933327698293
215095,0.38236607819919566
221001,0.4266869021868691
221002,0.39528735286308714
221003,0.43963881233526614
221004,0.36973333674365993
221005,0.392011084346507
221006,0.4330957754627244
221007,0.48295563124919594
221008,0.3299836605082669
221009,0.4570570792983768
221010,0.31957641192178965
221011,0.30043533740733175
221012,0.4308637336626461
221013,0.549379643312252
221014,0.36100776583061434
221015,0.3411036085111706
221016,0.42214197468212367
221017,0.43166109757670945
221018,0.4638214264133095
221019,0.3711450471458705
221020,0.4264222657600436
221021,0.4707862789320464
221022,0.3526007264298848
221023,0.35175138686164575
221024,0.4384765469829073
221025,0.3003170757782061
221026,0.36005218946708295
221027,0.4970383506632079
221028,0.3676587631944408
221029,0.4227345254187176
221030,0.3622910807897798
221031,0.3607820754980964
221032,0.32757974857492966
221033,0.34996890471355857
221034,0.4051544546767756
221035,0.5044912455742694
221036,0.39623068095457326
221037,0.37949806854587453
221038,0.4417522222379002
221039,0.39773357018849853
221040,0.5164755021992524
221041,0.3766978544429034
221042,0.3805718521245789
221043,0.4751348861632577
221044,0.2892613077246281
221045,0.39917225051950844
221046,0.30002126368284554
221047,0.24459854666875347
221048,0.41237786045704794
221049,0.35727889283127745
221050,0.29580102212769477
221051,0.39080377660078314
221052,0.4023053227902701
221053,0.47845678384525514
221054,0.34776131443404135
221055,0.29925568343028797
221056,0.4229671797240232
221057,0.34795034403165603
221058,0.3620065417398223
221059,0.34982037727452864
221060,0.5099712384094813
221061,0.298025511988978
221062,0.35484183233110456
221063,0.39108552360791127
221064,0.40893408457401326
221065,0.4964729972866778
221066,0.3666778189812594
221067,0.3541268826571087
221068,0.35186365053870816
221069,0.39986798597720163
221070,0.4147152901229836
221071,0.35913406537398607
221072,0.40891096725433096
221073,0.3580888913046745
221074,0.3361501428687995
221075,0.3870372870000821
221076,0.4526504543323884
221077,0.38411513397940167
221078,0.3147469311096338
221079,0.47195413382451434
221080,0.3601772371020143
221081,0.32988896164197967
222001,0.40203531700774475
222002,0.36674263121969575
222003,0.4186796409183664
222004,0.3433731378790147
222005,0.40594905113022206
222006,0.3578215873565518
222007,0.3563800947219138
222008,0.4975841598634083
222009,0.3983716833232106
222010,0.4074044774008081
222011,0.43902421151365423
222012,0.38939448273156607
222013,0.3462255861116018
222014,0.3868044561900126
222015,0.36915328917838663
222016,0.36593029458017046
222017,0.3619148939092163
222018,0.4060455279451989
222019,0.3457526472918675
222020,0.3421552092581682
222021,0.4711881965531687
222022,0.4236306293623022
222023,0.33283747847468825
222024,0.3642390067102135
222025,0.39490996077835705
222026,0.4536959965053622
222027,0.3700946259332457
222028,0.4140975981914954
222029,0.3351491629635094
222030,0.37579351475078493
222031,0.37606835232624203
222032,0.301774290487558
222033,0.42267188926389365
222034,0.4098410979160013
222035,0.5011134323392502
222036,0.4192124047793395
222037,0.44234813200690415
222038,0.46310376715260415
222039,0.4203318984434421
222040,0.34096649110844623
222041,0.3827653301548023
222042,0.5038053521236051
222043,0.40037969198616197
222044,0.4010033796258824
222045,0.4007532197737196
222046,0.3565028628795097
222047,0.3482049981959797
222048,0.42408461225603555
222049,0.445383864383889
222050,0.3094461425437547
222051,0.42152413026011215
222052,0.4202246163950404
222053,0.3893814005510813
222054,0.4300891913582643
222055,0.4512853925108369
222056,0.5065134084582211
222057,0.38971795121422315
222058,0.27669457501961237
222059,0.43035801999622747
222060,0.3658617905601851
222061,0.3323046574655697
222062,0.40372580700752025
222063,0.4104109105183571
222064,0.36990909050185783
222065,0.47956360646168106
222066,0.35399299423662933
222067,0.40874357325694677
222068,0.33662023324422374
222069,0.5483538007923043
222070,0.40226509469888727
222071,0.35708129320737714
222072,0.4887516427626115
222073,0.3521414395963034
222074,0.545150470012848
222075,0.34359875487749847
222076,0.4893435089253281
222077,0.4899994441753637
222078,0.32043407134785107
222079,0.37134947621419534
222080,0.3771080610751436
222081,0.44879504424875416
222082,0.35019965524410357
222083,0.3452855275855472
222084,0.3111621275641787
222085,0.41041713525591705
222086,0.400338891569901
222087,0.4473373411703816
222088,0.4691753254554667
222089,0.3366960899523975
222090,0.3644703760435597
222091,0.4739418666516836
222092,0.32314405221557907
222093,0.357634771871428
222094,0.39955588944276754
222095,0.3626862707178371
222096,0.42697346261183056
222097,0.3552232634146363
222098,0.4194745052517598
222099,0.4229740088496623
222100,0.3769133766109888
222101,0.412913141117503
222102,0.4099824237800235
222103,0.355234128278605
222104,0.4315446533259675
222105,0.394255926455213
222106,0.40439197570728536
222107,0.35571056738941276
222108,0.34280796572863415
222109,0.4015122535557849
222110,0.3275088592601697
222111,0.3215933433270304
222112,0.32393447137563947
222113,0.39272512140469085
222114,0.32967489608150113
222115,0.40817840037551334
222116,0.3554928118256313
222117,0.533783674650568
222118,0.3460618742167003
222119,0.3607456442701774
222120,0.39032650280059367
222121,0.44660412580963416
222122,0.3400738989536356
222123,0.35631566557072747
222124,0.37361951904710733
222125,0.4364798627495826
222126,0.48443682530417387
222127,0.40644509263397255
301001,0.24315334923463627
302001,0.22916918148496734
303001,0.40149437330768045
303002,0.2415980741043966
303003,0.41445076636487677
311001,0.356067880425757
311002,0.3273316106198769
311003,0.28307726525283494
312001,0.26746803359779026
312002,0.3034447839093375
312003,0.2502621306494276
312004,0.2546853515358015
312005,0.6720688106943797
313001,0.2620652933556882
